sample,cell_barcode,clone_id
TP49-IR-1T,cell_1981,2
TP49-IR-1T,cell_1982,2
TP49-IR-1T,cell_1985,2
TP49-IR-1T,cell_1993,2
TP49-IR-1T,cell_1997,2
TP49-IR-1T,cell_20,2
TP49-IR-1T,cell_2000,2
TP49-IR-1T,cell_2005,2
TP49-IR-1T,cell_2031,2
TP49-IR-1T,cell_204,2
TP49-IR-1T,cell_2042,2
TP49-IR-1T,cell_2044,2
TP49-IR-1T,cell_2060,2
TP49-IR-1T,cell_2072,2
TP49-IR-1T,cell_2074,2
TP49-IR-1T,cell_2079,2
TP49-IR-1T,cell_2089,2
TP49-IR-1T,cell_209,2
TP49-IR-1T,cell_2097,2
TP49-IR-1T,cell_211,2
TP49-IR-1T,cell_2118,2
TP49-IR-1T,cell_212,2
TP49-IR-1T,cell_2137,2
TP49-IR-1T,cell_214,2
TP49-IR-1T,cell_2140,2
TP49-IR-1T,cell_2141,2
TP49-IR-1T,cell_2150,2
TP49-IR-1T,cell_2154,2
TP49-IR-1T,cell_2157,2
TP49-IR-1T,cell_2161,2
TP49-IR-1T,cell_2162,2
TP49-IR-1T,cell_2171,2
TP49-IR-1T,cell_2174,2
TP49-IR-1T,cell_2180,2
TP49-IR-1T,cell_2184,2
TP49-IR-1T,cell_2189,2
TP49-IR-1T,cell_2193,2
TP49-IR-1T,cell_2196,2
TP49-IR-1T,cell_2207,2
TP49-IR-1T,cell_2209,2
TP49-IR-1T,cell_2212,2
TP49-IR-1T,cell_222,2
TP49-IR-1T,cell_2220,2
TP49-IR-1T,cell_2224,2
TP49-IR-1T,cell_2229,2
TP49-IR-1T,cell_223,2
TP49-IR-1T,cell_2238,2
TP49-IR-1T,cell_2240,2
TP49-IR-1T,cell_2244,2
TP49-IR-1T,cell_2245,2
TP49-IR-1T,cell_2256,2
TP49-IR-1T,cell_2270,2
TP49-IR-1T,cell_2279,2
TP49-IR-1T,cell_236,2
TP49-IR-1T,cell_239,2
TP49-IR-1T,cell_24,2
TP49-IR-1T,cell_244,2
TP49-IR-1T,cell_246,2
TP49-IR-1T,cell_250,2
TP49-IR-1T,cell_251,2
TP49-IR-1T,cell_259,2
TP49-IR-1T,cell_265,2
TP49-IR-1T,cell_27,2
TP49-IR-1T,cell_283,2
TP49-IR-1T,cell_285,2
TP49-IR-1T,cell_297,2
TP49-IR-1T,cell_299,2
TP49-IR-1T,cell_307,2
TP49-IR-1T,cell_309,2
TP49-IR-1T,cell_313,2
TP49-IR-1T,cell_314,2
TP49-IR-1T,cell_315,2
TP49-IR-1T,cell_332,2
TP49-IR-1T,cell_338,2
TP49-IR-1T,cell_36,2
TP49-IR-1T,cell_363,2
TP49-IR-1T,cell_366,2
TP49-IR-1T,cell_367,2
TP49-IR-1T,cell_368,2
TP49-IR-1T,cell_37,2
TP49-IR-1T,cell_372,2
TP49-IR-1T,cell_375,2
TP49-IR-1T,cell_376,2
TP49-IR-1T,cell_38,2
TP49-IR-1T,cell_387,2
TP49-IR-1T,cell_390,2
TP49-IR-1T,cell_392,2
TP49-IR-1T,cell_401,2
TP49-IR-1T,cell_410,2
TP49-IR-1T,cell_413,2
TP49-IR-1T,cell_415,2
TP49-IR-1T,cell_416,2
TP49-IR-1T,cell_418,2
TP49-IR-1T,cell_427,2
TP49-IR-1T,cell_430,2
TP49-IR-1T,cell_44,2
TP49-IR-1T,cell_441,2
TP49-IR-1T,cell_444,2
TP49-IR-1T,cell_446,2
TP49-IR-1T,cell_447,2
TP49-IR-1T,cell_450,2
TP49-IR-1T,cell_46,2
TP49-IR-1T,cell_464,2
TP49-IR-1T,cell_470,2
TP49-IR-1T,cell_471,2
TP49-IR-1T,cell_476,2
TP49-IR-1T,cell_477,2
TP49-IR-1T,cell_48,2
TP49-IR-1T,cell_486,2
TP49-IR-1T,cell_491,2
TP49-IR-1T,cell_504,2
TP49-IR-1T,cell_506,2
TP49-IR-1T,cell_513,2
TP49-IR-1T,cell_516,2
TP49-IR-1T,cell_52,2
TP49-IR-1T,cell_523,2
TP49-IR-1T,cell_526,2
TP49-IR-1T,cell_527,2
TP49-IR-1T,cell_528,2
TP49-IR-1T,cell_53,2
TP49-IR-1T,cell_552,2
TP49-IR-1T,cell_556,2
TP49-IR-1T,cell_557,2
TP49-IR-1T,cell_56,2
TP49-IR-1T,cell_561,2
TP49-IR-1T,cell_568,2
TP49-IR-1T,cell_576,2
TP49-IR-1T,cell_594,2
TP49-IR-1T,cell_607,2
TP49-IR-1T,cell_610,2
TP49-IR-1T,cell_612,2
TP49-IR-1T,cell_618,2
TP49-IR-1T,cell_620,2
TP49-IR-1T,cell_624,2
TP49-IR-1T,cell_629,2
TP49-IR-1T,cell_635,2
TP49-IR-1T,cell_639,2
TP49-IR-1T,cell_643,2
TP49-IR-1T,cell_651,2
TP49-IR-1T,cell_655,2
TP49-IR-1T,cell_658,2
TP49-IR-1T,cell_665,2
TP49-IR-1T,cell_667,2
TP49-IR-1T,cell_673,2
TP49-IR-1T,cell_681,2
TP49-IR-1T,cell_682,2
TP49-IR-1T,cell_698,2
TP49-IR-1T,cell_703,2
TP49-IR-1T,cell_704,2
TP49-IR-1T,cell_708,2
TP49-IR-1T,cell_711,2
TP49-IR-1T,cell_714,2
TP49-IR-1T,cell_72,2
TP49-IR-1T,cell_721,2
TP49-IR-1T,cell_733,2
TP49-IR-1T,cell_734,2
TP49-IR-1T,cell_743,2
TP49-IR-1T,cell_754,2
TP49-IR-1T,cell_757,2
TP49-IR-1T,cell_76,2
TP49-IR-1T,cell_764,2
TP49-IR-1T,cell_768,2
TP49-IR-1T,cell_773,2
TP49-IR-1T,cell_789,2
TP49-IR-1T,cell_790,2
TP49-IR-1T,cell_796,2
TP49-IR-1T,cell_798,2
TP49-IR-1T,cell_802,2
TP49-IR-1T,cell_804,2
TP49-IR-1T,cell_805,2
TP49-IR-1T,cell_806,2
TP49-IR-1T,cell_807,2
TP49-IR-1T,cell_81,2
TP49-IR-1T,cell_814,2
TP49-IR-1T,cell_819,2
